srclang,trglang,segmentId,system1Id,system2Id,system1rank,system2rank
eng,deu,1771,TALP-UPC.4830,RWTH-nmt-ensemble.4920,2,1
eng,deu,1771,TALP-UPC.4830,uedin-nmt.4723,2,1
eng,deu,1771,online-F.0,C-3MA.4958,1,1
eng,deu,1771,online-F.0,SYSTRAN.4846,1,1
eng,deu,1771,online-F.0,online-A.0,1,1
eng,deu,1771,online-F.0,online-B.0,1,1
eng,deu,1771,online-F.0,KIT.4951,1,1
eng,deu,1771,online-F.0,online-G.0,1,1
eng,deu,1771,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,online-F.0,uedin-nmt.4723,1,1
eng,deu,1771,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1771,C-3MA.4958,online-A.0,1,1
eng,deu,1771,C-3MA.4958,online-B.0,1,1
eng,deu,1771,C-3MA.4958,KIT.4951,1,1
eng,deu,1771,C-3MA.4958,online-G.0,1,1
eng,deu,1771,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1771,SYSTRAN.4846,online-A.0,1,1
eng,deu,1771,SYSTRAN.4846,online-B.0,1,1
eng,deu,1771,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1771,SYSTRAN.4846,online-G.0,1,1
eng,deu,1771,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1771,online-A.0,online-B.0,1,1
eng,deu,1771,online-A.0,KIT.4951,1,1
eng,deu,1771,online-A.0,online-G.0,1,1
eng,deu,1771,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,online-A.0,uedin-nmt.4723,1,1
eng,deu,1771,online-B.0,KIT.4951,1,1
eng,deu,1771,online-B.0,online-G.0,1,1
eng,deu,1771,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,online-B.0,uedin-nmt.4723,1,1
eng,deu,1771,KIT.4951,online-G.0,1,1
eng,deu,1771,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1771,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1771,online-G.0,uedin-nmt.4723,1,1
eng,deu,1771,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1770,SYSTRAN.4846,online-B.0,1,1
eng,deu,1770,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1770,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1770,SYSTRAN.4846,uedin-nmt.4723,1,2
eng,deu,1770,online-B.0,KIT.4951,1,1
eng,deu,1770,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1770,online-B.0,uedin-nmt.4723,1,2
eng,deu,1770,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1770,KIT.4951,uedin-nmt.4723,1,2
eng,deu,1770,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,2
eng,deu,1773,TALP-UPC.4830,C-3MA.4958,2,1
eng,deu,1773,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,1773,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,1773,TALP-UPC.4830,online-B.0,2,1
eng,deu,1773,TALP-UPC.4830,KIT.4951,2,1
eng,deu,1773,TALP-UPC.4830,online-G.0,2,1
eng,deu,1773,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1773,C-3MA.4958,LIUM-NMT.4733,1,2
eng,deu,1773,C-3MA.4958,online-B.0,1,1
eng,deu,1773,C-3MA.4958,KIT.4951,1,1
eng,deu,1773,C-3MA.4958,online-G.0,1,1
eng,deu,1773,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1773,SYSTRAN.4846,online-B.0,1,1
eng,deu,1773,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1773,SYSTRAN.4846,online-G.0,1,1
eng,deu,1773,LIUM-NMT.4733,online-B.0,2,1
eng,deu,1773,LIUM-NMT.4733,KIT.4951,2,1
eng,deu,1773,LIUM-NMT.4733,online-G.0,2,1
eng,deu,1773,online-B.0,KIT.4951,1,1
eng,deu,1773,online-B.0,online-G.0,1,1
eng,deu,1773,KIT.4951,online-G.0,1,1
eng,deu,1772,TALP-UPC.4830,online-F.0,1,2
eng,deu,1772,TALP-UPC.4830,C-3MA.4958,1,2
eng,deu,1772,TALP-UPC.4830,SYSTRAN.4846,1,2
eng,deu,1772,TALP-UPC.4830,online-B.0,1,2
eng,deu,1772,TALP-UPC.4830,KIT.4951,1,1
eng,deu,1772,TALP-UPC.4830,online-G.0,1,1
eng,deu,1772,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,1772,online-F.0,C-3MA.4958,2,1
eng,deu,1772,online-F.0,SYSTRAN.4846,2,1
eng,deu,1772,online-F.0,online-B.0,2,1
eng,deu,1772,online-F.0,KIT.4951,2,1
eng,deu,1772,online-F.0,online-G.0,2,1
eng,deu,1772,online-F.0,uedin-nmt.4723,2,1
eng,deu,1772,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1772,C-3MA.4958,online-B.0,1,1
eng,deu,1772,C-3MA.4958,KIT.4951,2,1
eng,deu,1772,C-3MA.4958,online-G.0,2,1
eng,deu,1772,C-3MA.4958,uedin-nmt.4723,2,1
eng,deu,1772,SYSTRAN.4846,online-B.0,1,1
eng,deu,1772,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1772,SYSTRAN.4846,online-G.0,2,1
eng,deu,1772,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1772,online-B.0,KIT.4951,1,1
eng,deu,1772,online-B.0,online-G.0,2,1
eng,deu,1772,online-B.0,uedin-nmt.4723,1,1
eng,deu,1772,KIT.4951,online-G.0,1,1
eng,deu,1772,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1772,online-G.0,uedin-nmt.4723,1,1
eng,deu,1779,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1779,C-3MA.4958,online-A.0,1,2
eng,deu,1779,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,1779,C-3MA.4958,online-B.0,1,1
eng,deu,1779,C-3MA.4958,KIT.4951,1,2
eng,deu,1779,C-3MA.4958,online-G.0,1,2
eng,deu,1779,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,C-3MA.4958,uedin-nmt.4723,1,2
eng,deu,1779,SYSTRAN.4846,online-A.0,1,2
eng,deu,1779,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1779,SYSTRAN.4846,online-B.0,1,1
eng,deu,1779,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1779,SYSTRAN.4846,online-G.0,1,1
eng,deu,1779,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,SYSTRAN.4846,uedin-nmt.4723,1,2
eng,deu,1779,online-A.0,LIUM-NMT.4733,2,1
eng,deu,1779,online-A.0,online-B.0,2,1
eng,deu,1779,online-A.0,KIT.4951,2,1
eng,deu,1779,online-A.0,online-G.0,2,1
eng,deu,1779,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1779,online-A.0,uedin-nmt.4723,2,1
eng,deu,1779,LIUM-NMT.4733,online-B.0,1,1
eng,deu,1779,LIUM-NMT.4733,KIT.4951,1,2
eng,deu,1779,LIUM-NMT.4733,online-G.0,1,1
eng,deu,1779,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,LIUM-NMT.4733,uedin-nmt.4723,1,2
eng,deu,1779,online-B.0,KIT.4951,1,1
eng,deu,1779,online-B.0,online-G.0,1,1
eng,deu,1779,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,online-B.0,uedin-nmt.4723,1,1
eng,deu,1779,KIT.4951,online-G.0,1,1
eng,deu,1779,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1779,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1779,online-G.0,uedin-nmt.4723,1,1
eng,deu,1779,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,2
eng,deu,1778,online-F.0,C-3MA.4958,2,1
eng,deu,1778,online-F.0,online-A.0,1,2
eng,deu,1778,online-F.0,LIUM-NMT.4733,1,2
eng,deu,1778,online-F.0,KIT.4951,1,1
eng,deu,1778,online-F.0,online-G.0,1,1
eng,deu,1778,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1778,online-F.0,uedin-nmt.4723,2,1
eng,deu,1778,C-3MA.4958,online-A.0,1,2
eng,deu,1778,C-3MA.4958,LIUM-NMT.4733,1,2
eng,deu,1778,C-3MA.4958,KIT.4951,1,2
eng,deu,1778,C-3MA.4958,online-G.0,1,1
eng,deu,1778,C-3MA.4958,RWTH-nmt-ensemble.4920,1,2
eng,deu,1778,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1778,online-A.0,LIUM-NMT.4733,1,1
eng,deu,1778,online-A.0,KIT.4951,2,1
eng,deu,1778,online-A.0,online-G.0,2,1
eng,deu,1778,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1778,online-A.0,uedin-nmt.4723,2,1
eng,deu,1778,LIUM-NMT.4733,KIT.4951,2,1
eng,deu,1778,LIUM-NMT.4733,online-G.0,2,1
eng,deu,1778,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,2,1
eng,deu,1778,LIUM-NMT.4733,uedin-nmt.4723,2,1
eng,deu,1778,KIT.4951,online-G.0,2,1
eng,deu,1778,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1778,KIT.4951,uedin-nmt.4723,2,1
eng,deu,1778,online-G.0,RWTH-nmt-ensemble.4920,1,2
eng,deu,1778,online-G.0,uedin-nmt.4723,1,1
eng,deu,1778,RWTH-nmt-ensemble.4920,uedin-nmt.4723,2,1
eng,deu,608,TALP-UPC.4830,online-F.0,1,1
eng,deu,608,TALP-UPC.4830,C-3MA.4958,1,1
eng,deu,608,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,608,TALP-UPC.4830,online-A.0,1,1
eng,deu,608,TALP-UPC.4830,LIUM-NMT.4733,1,2
eng,deu,608,TALP-UPC.4830,KIT.4951,1,1
eng,deu,608,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,608,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,608,online-F.0,C-3MA.4958,1,1
eng,deu,608,online-F.0,SYSTRAN.4846,1,1
eng,deu,608,online-F.0,online-A.0,1,1
eng,deu,608,online-F.0,LIUM-NMT.4733,1,2
eng,deu,608,online-F.0,KIT.4951,1,1
eng,deu,608,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,608,online-F.0,uedin-nmt.4723,1,1
eng,deu,608,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,608,C-3MA.4958,online-A.0,2,1
eng,deu,608,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,608,C-3MA.4958,KIT.4951,2,1
eng,deu,608,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,608,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,608,SYSTRAN.4846,online-A.0,1,1
eng,deu,608,SYSTRAN.4846,LIUM-NMT.4733,1,2
eng,deu,608,SYSTRAN.4846,KIT.4951,1,1
eng,deu,608,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,608,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,608,online-A.0,LIUM-NMT.4733,1,2
eng,deu,608,online-A.0,KIT.4951,1,1
eng,deu,608,online-A.0,RWTH-nmt-ensemble.4920,1,2
eng,deu,608,online-A.0,uedin-nmt.4723,1,2
eng,deu,608,LIUM-NMT.4733,KIT.4951,2,1
eng,deu,608,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,608,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,608,KIT.4951,RWTH-nmt-ensemble.4920,1,2
eng,deu,608,KIT.4951,uedin-nmt.4723,1,2
eng,deu,608,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,2998,online-F.0,C-3MA.4958,2,1
eng,deu,2998,online-F.0,SYSTRAN.4846,1,1
eng,deu,2998,online-F.0,online-A.0,1,1
eng,deu,2998,online-F.0,online-B.0,2,1
eng,deu,2998,online-F.0,KIT.4951,2,1
eng,deu,2998,online-F.0,online-G.0,1,1
eng,deu,2998,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,2998,online-F.0,uedin-nmt.4723,2,1
eng,deu,2998,C-3MA.4958,SYSTRAN.4846,1,2
eng,deu,2998,C-3MA.4958,online-A.0,1,1
eng,deu,2998,C-3MA.4958,online-B.0,1,1
eng,deu,2998,C-3MA.4958,KIT.4951,1,1
eng,deu,2998,C-3MA.4958,online-G.0,1,2
eng,deu,2998,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,2998,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,2998,SYSTRAN.4846,online-A.0,1,1
eng,deu,2998,SYSTRAN.4846,online-B.0,2,1
eng,deu,2998,SYSTRAN.4846,KIT.4951,2,1
eng,deu,2998,SYSTRAN.4846,online-G.0,1,1
eng,deu,2998,SYSTRAN.4846,RWTH-nmt-ensemble.4920,2,1
eng,deu,2998,SYSTRAN.4846,uedin-nmt.4723,2,1
eng,deu,2998,online-A.0,online-B.0,1,1
eng,deu,2998,online-A.0,KIT.4951,1,1
eng,deu,2998,online-A.0,online-G.0,1,1
eng,deu,2998,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2998,online-A.0,uedin-nmt.4723,1,1
eng,deu,2998,online-B.0,KIT.4951,1,1
eng,deu,2998,online-B.0,online-G.0,1,2
eng,deu,2998,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2998,online-B.0,uedin-nmt.4723,1,1
eng,deu,2998,KIT.4951,online-G.0,1,2
eng,deu,2998,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,2998,KIT.4951,uedin-nmt.4723,1,1
eng,deu,2998,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,2998,online-G.0,uedin-nmt.4723,2,1
eng,deu,2998,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1159,online-F.0,C-3MA.4958,1,1
eng,deu,1159,online-F.0,SYSTRAN.4846,1,1
eng,deu,1159,online-F.0,LIUM-NMT.4733,1,1
eng,deu,1159,online-F.0,KIT.4951,1,1
eng,deu,1159,online-F.0,online-G.0,1,2
eng,deu,1159,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1159,online-F.0,uedin-nmt.4723,1,1
eng,deu,1159,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1159,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,1159,C-3MA.4958,KIT.4951,1,1
eng,deu,1159,C-3MA.4958,online-G.0,1,2
eng,deu,1159,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,1159,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1159,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1159,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1159,SYSTRAN.4846,online-G.0,1,2
eng,deu,1159,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1159,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1159,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,1159,LIUM-NMT.4733,online-G.0,1,2
eng,deu,1159,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,1159,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,1159,KIT.4951,online-G.0,1,2
eng,deu,1159,KIT.4951,RWTH-nmt-ensemble.4920,1,1
eng,deu,1159,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1159,online-G.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1159,online-G.0,uedin-nmt.4723,2,1
eng,deu,1159,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1158,TALP-UPC.4830,online-F.0,2,1
eng,deu,1158,TALP-UPC.4830,C-3MA.4958,2,1
eng,deu,1158,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,1158,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,1158,TALP-UPC.4830,KIT.4951,1,1
eng,deu,1158,TALP-UPC.4830,online-G.0,2,1
eng,deu,1158,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,1158,online-F.0,C-3MA.4958,1,1
eng,deu,1158,online-F.0,SYSTRAN.4846,1,2
eng,deu,1158,online-F.0,LIUM-NMT.4733,1,1
eng,deu,1158,online-F.0,KIT.4951,1,1
eng,deu,1158,online-F.0,online-G.0,1,1
eng,deu,1158,online-F.0,uedin-nmt.4723,1,1
eng,deu,1158,C-3MA.4958,SYSTRAN.4846,1,2
eng,deu,1158,C-3MA.4958,LIUM-NMT.4733,1,1
eng,deu,1158,C-3MA.4958,KIT.4951,1,1
eng,deu,1158,C-3MA.4958,online-G.0,1,1
eng,deu,1158,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1158,SYSTRAN.4846,LIUM-NMT.4733,2,1
eng,deu,1158,SYSTRAN.4846,KIT.4951,1,1
eng,deu,1158,SYSTRAN.4846,online-G.0,2,1
eng,deu,1158,SYSTRAN.4846,uedin-nmt.4723,2,1
eng,deu,1158,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,1158,LIUM-NMT.4733,online-G.0,1,1
eng,deu,1158,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,1158,KIT.4951,online-G.0,1,1
eng,deu,1158,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1158,online-G.0,uedin-nmt.4723,1,1
eng,deu,2999,TALP-UPC.4830,online-A.0,1,2
eng,deu,2999,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,2999,TALP-UPC.4830,online-B.0,1,2
eng,deu,2999,TALP-UPC.4830,KIT.4951,1,2
eng,deu,2999,TALP-UPC.4830,online-G.0,1,1
eng,deu,2999,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,2999,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,2999,online-A.0,LIUM-NMT.4733,1,1
eng,deu,2999,online-A.0,online-B.0,1,1
eng,deu,2999,online-A.0,KIT.4951,1,1
eng,deu,2999,online-A.0,online-G.0,1,1
eng,deu,2999,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,2999,online-A.0,uedin-nmt.4723,1,1
eng,deu,2999,LIUM-NMT.4733,online-B.0,1,2
eng,deu,2999,LIUM-NMT.4733,KIT.4951,1,1
eng,deu,2999,LIUM-NMT.4733,online-G.0,1,1
eng,deu,2999,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,2999,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,2999,online-B.0,KIT.4951,1,1
eng,deu,2999,online-B.0,online-G.0,2,1
eng,deu,2999,online-B.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,2999,online-B.0,uedin-nmt.4723,2,1
eng,deu,2999,KIT.4951,online-G.0,1,1
eng,deu,2999,KIT.4951,RWTH-nmt-ensemble.4920,2,1
eng,deu,2999,KIT.4951,uedin-nmt.4723,1,1
eng,deu,2999,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,2999,online-G.0,uedin-nmt.4723,1,1
eng,deu,2999,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1155,TALP-UPC.4830,online-F.0,1,2
eng,deu,1155,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,1155,TALP-UPC.4830,LIUM-NMT.4733,1,1
eng,deu,1155,TALP-UPC.4830,online-B.0,1,2
eng,deu,1155,TALP-UPC.4830,KIT.4951,2,1
eng,deu,1155,TALP-UPC.4830,online-G.0,1,1
eng,deu,1155,TALP-UPC.4830,RWTH-nmt-ensemble.4920,1,1
eng,deu,1155,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,1155,online-F.0,SYSTRAN.4846,2,1
eng,deu,1155,online-F.0,LIUM-NMT.4733,2,1
eng,deu,1155,online-F.0,online-B.0,2,1
eng,deu,1155,online-F.0,KIT.4951,2,1
eng,deu,1155,online-F.0,online-G.0,2,1
eng,deu,1155,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1155,online-F.0,uedin-nmt.4723,2,1
eng,deu,1155,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1155,SYSTRAN.4846,online-B.0,1,1
eng,deu,1155,SYSTRAN.4846,KIT.4951,2,1
eng,deu,1155,SYSTRAN.4846,online-G.0,1,1
eng,deu,1155,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1155,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1155,LIUM-NMT.4733,online-B.0,1,1
eng,deu,1155,LIUM-NMT.4733,KIT.4951,2,1
eng,deu,1155,LIUM-NMT.4733,online-G.0,1,1
eng,deu,1155,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,1,1
eng,deu,1155,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,1155,online-B.0,KIT.4951,2,1
eng,deu,1155,online-B.0,online-G.0,2,1
eng,deu,1155,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1155,online-B.0,uedin-nmt.4723,2,1
eng,deu,1155,KIT.4951,online-G.0,1,1
eng,deu,1155,KIT.4951,RWTH-nmt-ensemble.4920,1,2
eng,deu,1155,KIT.4951,uedin-nmt.4723,1,1
eng,deu,1155,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1155,online-G.0,uedin-nmt.4723,1,1
eng,deu,1155,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1154,online-F.0,SYSTRAN.4846,2,1
eng,deu,1154,online-F.0,online-A.0,2,1
eng,deu,1154,online-F.0,LIUM-NMT.4733,2,1
eng,deu,1154,online-F.0,online-G.0,2,1
eng,deu,1154,online-F.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1154,online-F.0,uedin-nmt.4723,2,1
eng,deu,1154,SYSTRAN.4846,online-A.0,1,1
eng,deu,1154,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1154,SYSTRAN.4846,online-G.0,1,1
eng,deu,1154,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1154,SYSTRAN.4846,uedin-nmt.4723,1,1
eng,deu,1154,online-A.0,LIUM-NMT.4733,1,1
eng,deu,1154,online-A.0,online-G.0,2,1
eng,deu,1154,online-A.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1154,online-A.0,uedin-nmt.4723,1,1
eng,deu,1154,LIUM-NMT.4733,online-G.0,2,1
eng,deu,1154,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,2,1
eng,deu,1154,LIUM-NMT.4733,uedin-nmt.4723,1,1
eng,deu,1154,online-G.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1154,online-G.0,uedin-nmt.4723,1,1
eng,deu,1154,RWTH-nmt-ensemble.4920,uedin-nmt.4723,1,1
eng,deu,1157,TALP-UPC.4830,online-F.0,2,1
eng,deu,1157,TALP-UPC.4830,C-3MA.4958,1,1
eng,deu,1157,TALP-UPC.4830,SYSTRAN.4846,1,1
eng,deu,1157,TALP-UPC.4830,online-A.0,1,1
eng,deu,1157,TALP-UPC.4830,LIUM-NMT.4733,1,2
eng,deu,1157,TALP-UPC.4830,online-B.0,1,1
eng,deu,1157,TALP-UPC.4830,RWTH-nmt-ensemble.4920,2,1
eng,deu,1157,online-F.0,C-3MA.4958,1,1
eng,deu,1157,online-F.0,SYSTRAN.4846,1,1
eng,deu,1157,online-F.0,online-A.0,1,2
eng,deu,1157,online-F.0,LIUM-NMT.4733,1,2
eng,deu,1157,online-F.0,online-B.0,1,1
eng,deu,1157,online-F.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1157,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1157,C-3MA.4958,online-A.0,1,2
eng,deu,1157,C-3MA.4958,LIUM-NMT.4733,1,2
eng,deu,1157,C-3MA.4958,online-B.0,1,1
eng,deu,1157,C-3MA.4958,RWTH-nmt-ensemble.4920,1,1
eng,deu,1157,SYSTRAN.4846,online-A.0,1,2
eng,deu,1157,SYSTRAN.4846,LIUM-NMT.4733,1,2
eng,deu,1157,SYSTRAN.4846,online-B.0,1,1
eng,deu,1157,SYSTRAN.4846,RWTH-nmt-ensemble.4920,1,1
eng,deu,1157,online-A.0,LIUM-NMT.4733,1,1
eng,deu,1157,online-A.0,online-B.0,2,1
eng,deu,1157,online-A.0,RWTH-nmt-ensemble.4920,2,1
eng,deu,1157,LIUM-NMT.4733,online-B.0,2,1
eng,deu,1157,LIUM-NMT.4733,RWTH-nmt-ensemble.4920,2,1
eng,deu,1157,online-B.0,RWTH-nmt-ensemble.4920,1,1
eng,deu,1156,TALP-UPC.4830,online-F.0,1,1
eng,deu,1156,TALP-UPC.4830,online-A.0,1,1
eng,deu,1156,TALP-UPC.4830,online-B.0,1,1
eng,deu,1156,TALP-UPC.4830,KIT.4951,1,1
eng,deu,1156,TALP-UPC.4830,online-G.0,1,1
eng,deu,1156,online-F.0,online-A.0,1,1
eng,deu,1156,online-F.0,online-B.0,1,1
eng,deu,1156,online-F.0,KIT.4951,1,1
eng,deu,1156,online-F.0,online-G.0,1,1
eng,deu,1156,online-A.0,online-B.0,1,1
eng,deu,1156,online-A.0,KIT.4951,1,1
eng,deu,1156,online-A.0,online-G.0,1,1
eng,deu,1156,online-B.0,KIT.4951,1,1
eng,deu,1156,online-B.0,online-G.0,1,1
eng,deu,1156,KIT.4951,online-G.0,1,1
eng,deu,1151,TALP-UPC.4830,online-F.0,2,1
eng,deu,1151,TALP-UPC.4830,C-3MA.4958,2,1
eng,deu,1151,TALP-UPC.4830,SYSTRAN.4846,2,1
eng,deu,1151,TALP-UPC.4830,online-A.0,2,1
eng,deu,1151,TALP-UPC.4830,LIUM-NMT.4733,2,1
eng,deu,1151,TALP-UPC.4830,online-B.0,2,1
eng,deu,1151,TALP-UPC.4830,uedin-nmt.4723,1,1
eng,deu,1151,online-F.0,C-3MA.4958,1,1
eng,deu,1151,online-F.0,SYSTRAN.4846,1,1
eng,deu,1151,online-F.0,online-A.0,1,1
eng,deu,1151,online-F.0,LIUM-NMT.4733,2,1
eng,deu,1151,online-F.0,online-B.0,1,1
eng,deu,1151,online-F.0,uedin-nmt.4723,1,2
eng,deu,1151,C-3MA.4958,SYSTRAN.4846,1,1
eng,deu,1151,C-3MA.4958,online-A.0,2,1
eng,deu,1151,C-3MA.4958,LIUM-NMT.4733,2,1
eng,deu,1151,C-3MA.4958,online-B.0,2,1
eng,deu,1151,C-3MA.4958,uedin-nmt.4723,1,1
eng,deu,1151,SYSTRAN.4846,online-A.0,1,1
eng,deu,1151,SYSTRAN.4846,LIUM-NMT.4733,1,1
eng,deu,1151,SYSTRAN.4846,online-B.0,1,1
eng,deu,1151,SYSTRAN.4846,uedin-nmt.4723,1,2
eng,deu,1151,online-A.0,LIUM-NMT.4733,1,1
eng,deu,1151,online-A.0,online-B.0,1,1
eng,deu,1151,online-A.0,uedin-nmt.4723,1,2
eng,deu,1151,LIUM-NMT.4733,online-B.0,1,1
eng,deu,1151,LIUM-NMT.4733,uedin-nmt.4723,1,2
